Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Texas,Leander Independent School District,2021-2022
Brave Face: A Memoir,"Hutchinson, Shaun David",,,,Texas,North East Independent School District,2021-2022
The Five Stages of Andrew Brawley,"Hutchinson, Shaun David",,,,Texas,North East Independent School District,2021-2022
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",,,,Tennessee,Collierville Schools,2021-2022
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",,,,Texas,Granbury Independent School District,2021-2022
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",,,,Texas,North East Independent School District,2021-2022
We Are the Ants,"Hutchinson, Shaun David",,,,Tennessee,Collierville Schools,2021-2022
We Are the Ants,"Hutchinson, Shaun David",,,,Texas,Birdville Independent School District,2021-2022
We Are the Ants,"Hutchinson, Shaun David",,,,Texas,Granbury Independent School District,2021-2022
We Are the Ants,"Hutchinson, Shaun David",,,,Texas,Keller Independent School District,2021-2022
We Are the Ants,"Hutchinson, Shaun David",,,,Texas,North East Independent School District,2021-2022
Brave New World,"Huxley, Aldous",,,,Florida,Indian River County School District,2021-2022
Brave New World,"Huxley, Aldous",,,,Oklahoma,Bristow Public Schools,2021-2022
Jumpstart the World,"Hyde, Catherine Ryan",,,,Texas,North East Independent School District,2021-2022
Safe Sex 101: An Overview for Teens,"Hyde, Margaret O.","Forsyth, Elizabeth H.",,,Texas,Granbury Independent School District,2021-2022
Safe Sex 101: An Overview for Teens,"Hyde, Margaret O.","Forsyth, Elizabeth H.",,,Texas,North East Independent School District,2021-2022
"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation","Hyman, Miles",,,,Texas,Leander Independent School District,2021-2022
Fragile Remedy,"Ingrande Mora, Maria",,,,Tennessee,Collierville Schools,2021-2022
The Cider House Rules,"Irving, John",,,,Texas,Klein Independent School District,2021-2022
The Cider House Rules,"Irving, John",,,,Texas,North East Independent School District,2021-2022
Speak No Evil,"Iweala, Uzodinma",,,,Tennessee,Collierville Schools,2021-2022
"Good Girl, Bad Blood (A Good Girl's Guide to Murder Series)","Jackson, Holly",,,,Texas,Katy Independent School District,2021-2022
Yesterday Is History,"Jackson, Kosoko",,,,Tennessee,Collierville Schools,2021-2022
Let Me Hear a Rhyme,"Jackson, Tiffany D.","Sharif, Malik ""Malik-16""",,,Mississippi,Madison County Schools,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Florida,Brevard Public Schools,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Kansas,Goddard Public Schools,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Mississippi,Madison County Schools,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Tennessee,Wilson County School District,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Texas,Birdville Independent School District,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Texas,Klein Independent School District,2021-2022
Monday's Not Coming,"Jackson, Tiffany D.",,,,Utah,Canyons School District,2021-2022
Teaching Truly: A Curriculum to Indigenize Mainstream Education,"Jacobs, Donald Trent",,,,Pennsylvania,Central York School District,2021-2022
Stained,"Jacobson, Jennifer Richard",,,,Texas,Granbury Independent School District,2021-2022
Stained,"Jacobson, Jennifer Richard",,,,Texas,North East Independent School District,2021-2022
The Henna Wars,"Jaigirdar, Adiba",,,,Tennessee,Collierville Schools,2021-2022
Fifty Shades of Grey (Fifty Shades Series),"James, E. L.",,,,Florida,Walton County School District,2021-2022
I Promise,"James, LeBron",,"Mata, Nina",,Pennsylvania,Central York School District,2021-2022
When Stars Are Scattered,"Jamieson, Victoria","Mohamed, Omar","Geddy, Iman",,Pennsylvania,Central York School District,2021-2022
The Year Shakespeare Ruined My Life,"Jansen, Dani",,,,Tennessee,Collierville Schools,2021-2022
The Dark Tide,"Jasinska, Alicia",,,,Tennessee,Collierville Schools,2021-2022
Soccer Star,"Javaherbin, Mina",,"Alarcao, Renato",,Florida,Duval County Public Schools,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Florida,Lee County Schools,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Florida,St. Lucie Public Schools,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Florida,Walton County School District,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Tennessee,Collierville Schools,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Texas,Granbury Independent School District,2021-2022
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",,,,Texas,North East Independent School District,2021-2022
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,Florida,Duval County Public Schools,2021-2022
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,Florida,Palm Beach County School District,2021-2022
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,Florida,Polk County Public Schools,2021-2022
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,Florida,Walton County School District,2021-2022
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,Georgia,Cherokee County School District,2021-2022
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",,,,Tennessee,Collierville Schools,2021-2022
Invisible Girl: A Novel,"Jewell, Lisa",,,,Missouri,Wentzville School District,2021-2022
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work","Jewell, Tiffany",,"Durand, Aurelia",,Florida,Indian River County School District,2021-2022
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work","Jewell, Tiffany",,"Durand, Aurelia",,Pennsylvania,Central York School District,2021-2022
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work","Jewell, Tiffany",,"Durand, Aurelia",,Tennessee,Collierville Schools,2021-2022
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work","Jewell, Tiffany",,"Durand, Aurelia",,Texas,North East Independent School District,2021-2022
"Red Kite, Blue Kite","Jiang, Ji-li",,"Ruth, Greg",,Pennsylvania,Central York School District,2021-2022
IntersectionAllies: We Make Room for All,"Johnshon, Chelsea,","Council, LaToya; Choi, Carolyn","Seil Smith, Ashley",,Pennsylvania,Central York School District,2021-2022
A Sweet Smell of Roses,"Johnson, Angela",,"Velásquez, Eric",,Florida,Duval County Public Schools,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Florida,Indian River County School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Florida,St. Johns County School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Missouri,Rockwood School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,Clear Creek Independent School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,Cypress-Fairbanks Independent School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,Katy Independent School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,Lamar Consolidated Independent School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,North East Independent School District,2021-2022
The Breakaways,"Johnson, Cathy G.",,,,Texas,Spring Branch Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Brevard Public Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Clay County District Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Flagler Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Indian River County School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Orange County Public Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Osceola County School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Georgia,Forsyth County Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Iowa,Waukee Community School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Kansas,Goddard Public Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Maryland,Wicomico County Public Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Michigan,Rochester Community Schools District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Missouri,Nixa Public Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Missouri,North Kansas City Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Missouri,Wentzville School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,New York,Yorktown Central School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Pennsylvania,Central York School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Pennsylvania,Downingtown Area School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Pennsylvania,East Stroudsburg Area School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Pennsylvania,North Penn School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Tennessee,Collierville Schools,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Cypress-Fairbanks Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Denton Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Katy Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Klein Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Lamar Consolidated Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,North East Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Texas,Tyler Independent School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Utah,Granite School District,2021-2022
All Boys Aren't Blue,"Johnson, George M.",,,,Washington,Kent School District,2021-2022
We Are Not Broken,"Johnson, George M.",,,,Tennessee,Collierville Schools,2021-2022
Target,"Johnson, Kathleen Jeffrie",,,,Texas,Granbury Independent School District,2021-2022
This Is My America,"Johnson, Kim",,,,Florida,Indian River County School District,2021-2022
This Is My America,"Johnson, Kim",,,,Pennsylvania,Pennridge School District,2021-2022
Speak for Yourself,"Johnson, Lana Wood",,,,Tennessee,Collierville Schools,2021-2022
Rise to the Sun,"Johnson, Leah",,,,Tennessee,Collierville Schools,2021-2022
You Should See Me in a Crown,"Johnson, Leah",,,,Tennessee,Collierville Schools,2021-2022
The Shark King,"Johnson, R. Kikuo",,,,Florida,Duval County Public Schools,2021-2022
My Life as a Rhombus,"Johnson, Varian",,,,Texas,North East Independent School District,2021-2022
The Parker Inheritance,"Johnson, Varian",,,,North Carolina,Wilkes County School District,2021-2022
The Parker Inheritance,"Johnson, Varian",,,,Pennsylvania,Central York School District,2021-2022
What Were the Negro Leagues? (What was...? Series),"Johnson, Varian",,"Marchesi, Stephen",,Pennsylvania,Central York School District,2021-2022
That Inevitable Victorian Thing,"Johnston, E. K",,,,Tennessee,Collierville Schools,2021-2022
The Afterward,"Johnston, E. K",,,,Tennessee,Collierville Schools,2021-2022
"Exit, Pursued by a Bear","Johnston, E. K.",,,,Florida,Indian River County School District,2021-2022
Any Small Goodness: A Novel of the Barrio,"Johnston, Tony",,"Colon, Raul",,Florida,Duval County Public Schools,2021-2022
Day of the Dead,"Johnston, Tony",,"Winter, Jeanette",,Florida,Duval County Public Schools,2021-2022
Fire Song,"Jones, Adam Garnet",,,,Tennessee,Collierville Schools,2021-2022
Tips on Having a Gay (Ex) Boyfriend (Belle Series),"Jones, Carrie",,,,Texas,North East Independent School District,2021-2022
Master of One,"Jones, Jaida","Bennett, Danielle",,,Tennessee,Collierville Schools,2021-2022
Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series),"Jones, Kelly",,"Kath, Katie",,Florida,Duval County Public Schools,2021-2022
Combat Zone,"Jones, Patrick",,,,Texas,North East Independent School District,2021-2022
My Two Dads and Me,"Joosten, Michael",,"Zenou, Izak",,Florida,Duval County Public Schools,2021-2022
My Two Moms and Me,"Joosten, Michael",,"Zenou, Izak",,Florida,Duval County Public Schools,2021-2022
Fatty Legs: A True Story,"Jordan-Fenton, Christy","Pokiak-Fenton, Margaret","Amini-Holmes, Liz",,Florida,Duval County Public Schools,2021-2022
The Color of My Words,"Joseph, Lynn",,,,Florida,Duval County Public Schools,2021-2022
Another Kind of Cowboy,"Juby, Susan",,,,Tennessee,Collierville Schools,2021-2022
Another Kind of Cowboy,"Juby, Susan",,,,Texas,Granbury Independent School District,2021-2022
Another Kind of Cowboy,"Juby, Susan",,,,Texas,North East Independent School District,2021-2022
Abortion,"Juettner, Bonnie",,,,Texas,North East Independent School District,2021-2022
Abuela's Birthday (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Abuela's Special Letters (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Every Day Is Exciting (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Hector's Hiccups (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Lights Out (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
My Family Adventure (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
My Fantástica Family (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
My Vida Loca (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Never Say a Mean Word Again: A Tale from Medieval Spain,"Jules, Jacqueline",,"Bernhard, Durga Yael",,Florida,Duval County Public Schools,2021-2022
Picture Perfect (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Shopping Trip Trouble (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Singing Superstar (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Sofia's Party Shoes (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
The Beach Trip (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
The Marigold Mess (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
The Missing Mouse (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
The Secret Recipe (Sofía Martínez Series),"Jules, Jacqueline",,"Smith, Kim",,Pennsylvania,Central York School District,2021-2022
Jay's Gay Agenda,"June, Jason",,,,Tennessee,Collierville Schools,2021-2022
Amina's Voice (Amina's Voice Series),"Kahn, Hena",,,,Florida,Duval County Public Schools,2021-2022
