Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
The Glister,"Burnside, John",,,,Florida,Orange County Public Schools,2023-2024
Running with Scissors: A Memoir,"Burroughs, Augusten",,,,Florida,Orange County Public Schools,2023-2024
Summer and the City,"Bushnell, Candace",,,,Florida,Orange County Public Schools,2023-2024
The Carrie Diaries,"Bushnell, Candace",,,,Florida,Orange County Public Schools,2023-2024
Kindred,"Butler, Octavia E.",Killer Spirit,"Barnes, Jennifer Lynn",,Florida,Orange County Public Schools,2023-2024
Kindred: A Graphic Novel Adaptation,"Butler, Octavia E.","Duffy, Damian","Jennings, John",,Florida,Orange County Public Schools,2023-2024
El Gigante Solitario,"Cappellini, Mary",,,,Florida,Orange County Public Schools,2023-2024
Xenocide,"Card, Orson Scott",,,,Florida,Orange County Public Schools,2023-2024
How Beautiful the Ordinary: Twelve Stories of Identity,"Cart, Michael",,,,Florida,Orange County Public Schools,2023-2024
The Bloody Chamber and Other Stories,"Carter, Angela",,,,Florida,Orange County Public Schools,2023-2024
Kisses From Hell,"Cast, Kristin","Mead, Richelle; Noel, Alyson; Armstrong, Kelley; Block, Francesca Lia",,,Florida,Orange County Public Schools,2023-2024
Chosen,"Cast, P. C.","Cast, Kristin",,,Florida,Orange County Public Schools,2023-2024
Marked,"Cast, P. C.","Cast, Kristin",,,Florida,Orange County Public Schools,2023-2024
"Farewell, My Lovely","Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
Playback,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
Raymond Chandler: Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell My Lovely / The High Window,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
The Big Sleep,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
The High Window,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
The Lady in the Lake,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
The Long Goodbye,"Chandler, Raymond",,,,Florida,Orange County Public Schools,2023-2024
Papillon,"Charrière, Henri",,,,Florida,Orange County Public Schools,2023-2024
The Year of Living Awkwardly,"Chastain, Emma",,,,Florida,Orange County Public Schools,2023-2024
Pieces: A Collection of New Voices,"Chbosky, Stephen",,,,Florida,Orange County Public Schools,2023-2024
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,Florida,Orange County Public Schools,2023-2024
The Lady and the Unicorn,"Chevalier, Tracy",,,,Florida,Orange County Public Schools,2023-2024
My Wicked Wicked Ways: Poems,"Cisneros, Sandra",,,,Florida,Orange County Public Schools,2023-2024
The Tesla Testament,"Ciurana, Eugene",,,,Florida,Orange County Public Schools,2023-2024
Chain Of Iron,"Clare, Cassandra",,,,Florida,Orange County Public Schools,2023-2024
Chain Of Thorns,"Clare, Cassandra",,,,Florida,Orange County Public Schools,2023-2024
Queen of Air and Darkness,"Clare, Cassandra",,,,Florida,Orange County Public Schools,2023-2024
The Red Scrolls of Magic,"Clare, Cassandra","Chu, Wesley",,,Florida,Orange County Public Schools,2023-2024
Little Bee,"Cleave, Chris",,,,Florida,Orange County Public Schools,2023-2024
The Girls,"Cline, Emma",,,,Florida,Orange County Public Schools,2023-2024
Ready Player One,"Cline, Ernest",,,,Florida,Orange County Public Schools,2023-2024
Scooter Girl,"Clugston-Flores, Chynna",,,,Florida,Orange County Public Schools,2023-2024
Disgrace,"Coetzee, J.M.",,,,Florida,Orange County Public Schools,2023-2024
The Murder of Helen Jewett,"Cohen, Patricia Cline",,,,Florida,Orange County Public Schools,2023-2024
Naomi and Ely's No Kiss List,"Cohn, Rachel","Levithan, David",,,Florida,Orange County Public Schools,2023-2024
Nick and Norah's Infinite Playlist,"Cohn, Rachel","Levithan, David",,,Florida,Orange County Public Schools,2023-2024
Finding Yvonne,"Colbert, Brandy",,,,Florida,Orange County Public Schools,2023-2024
The Goats,"Cole, Brock",,,,Florida,Orange County Public Schools,2023-2024
American Gangster,"Collins, Max Allan",,,,Florida,Orange County Public Schools,2023-2024
Brules,"Combs, Harry",,,,Florida,Orange County Public Schools,2023-2024
The Lords of Discipline,"Conroy, Pat",,,,Florida,Orange County Public Schools,2023-2024
Captain Marvel,"Conway, Gerry",,,,Florida,Orange County Public Schools,2023-2024
Coma,"Cook, Robin",,,,Florida,Orange County Public Schools,2023-2024
Leviathan Wakes,"Corey, James S. A.",,,,Florida,Orange County Public Schools,2023-2024
Heroes,"Cormier, Robert",,,,Florida,Orange County Public Schools,2023-2024
All That Remains,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Body of Evidence,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Postmortem: A Mystery Introducing Dr. Kay Scarpetta,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Predator,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Scarpetta,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Trace,"Cornwell, Patricia",,,,Florida,Orange County Public Schools,2023-2024
Nearly Gone,"Cosimano, Elle",,,,Florida,Orange County Public Schools,2023-2024
A Veil Removed,"Cox, Michelle",,,,Florida,Orange County Public Schools,2023-2024
The Bondwoman's Narrative,"Crafts, Hannah","Gates Jr., Henry Louis",,,Florida,Orange County Public Schools,2023-2024
First Semester,"Cross II, Cecil R.",,,,Florida,Orange County Public Schools,2023-2024
Running Loose,"Crutcher, Chris",,,,Florida,Orange County Public Schools,2023-2024
Balzac and the Little Chinese Seamstress,"Dai, Sijie",,,"Rilke, Ina",Florida,Orange County Public Schools,2023-2024
1215: The Year of Magna Carta,"Danziger, Danny","Gillingham, John",,,Florida,Orange County Public Schools,2023-2024
Sir Apropos of Nothing,"David, Peter",,,,Florida,Orange County Public Schools,2023-2024
Never Cry Werewolf,"Davis, Heather",,,,Florida,Orange County Public Schools,2023-2024
Corelli's Mandolin,"De Bernières, Louis",,,,Florida,Orange County Public Schools,2023-2024
Gates of Paradise,"de la Cruz, Melissa",,,,Florida,Orange County Public Schools,2023-2024
American Beauty,"Dean, Zoey",,,,Florida,Orange County Public Schools,2023-2024
Sunset Boulevard,"Dean, Zoey",,,,Florida,Orange County Public Schools,2023-2024
Tall Cool One,"Dean, Zoey",,,,Florida,Orange County Public Schools,2023-2024
The Feeling of Falling in Love,"Deaver, Mason",,,,Florida,Orange County Public Schools,2023-2024
The Girl Before,"Delaney, J. P.",,,,Florida,Orange County Public Schools,2023-2024
The Inheritance Of Loss,"Desai, Kiran",,,,Florida,Orange County Public Schools,2023-2024
This Lullaby,"Dessen, Sarah",,,,Florida,Orange County Public Schools,2023-2024
The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",,,,Florida,Orange County Public Schools,2023-2024
Blade Runner (do Androids Dream of Electric Sheep),"Dick, Philip K.",,,,Florida,Orange County Public Schools,2023-2024
Don't Get Caught,"Dinan, Kurt",,,,Florida,Orange County Public Schools,2023-2024
Strangers She Knows,"Dodd, Christina",,,,Florida,Orange County Public Schools,2023-2024
These Shallow Graves,"Donnelly, Jennifer",,,,Florida,Orange County Public Schools,2023-2024
Room,"Donoghue, Emma",,,,Florida,Orange County Public Schools,2023-2024
A Heart of Stone,"Dorrestein, Renate",,,"Velmans, Hester",Florida,Orange County Public Schools,2023-2024
The Cases that Haunt Us,"Douglas, John E.",,,,Florida,Orange County Public Schools,2023-2024
November Blues,"Draper, Sharon M.",,,,Florida,Orange County Public Schools,2023-2024
Panic (SMD),"Draper, Sharon M.",,,,Florida,Orange County Public Schools,2023-2024
House of Sand and Fog,"Dubus III, Andre",,,,Florida,Orange County Public Schools,2023-2024
A Stolen Life,"Dugard, Jaycee",,,,Florida,Orange County Public Schools,2023-2024
Submarine,"Dunthorne, Joe",,,,Florida,Orange County Public Schools,2023-2024
Paso a Paso,"Echeverria, José Antonio",,,,Florida,Orange County Public Schools,2023-2024
Flesh and Spirit,"Edinger, Claudio",,,,Florida,Orange County Public Schools,2023-2024
The Circle,"Eggers, Dave",,,,Florida,Orange County Public Schools,2023-2024
You Shall Know Our Velocity,"Eggers, Dave",,,,Florida,Orange County Public Schools,2023-2024
Perfect Chemistry,"Elkeles, Simone",,,,Florida,Orange County Public Schools,2023-2024
The Authority: Book One,"Ellis, Warren",,"Hitch, Bryan",,Florida,Orange County Public Schools,2023-2024
Invisible Man,"Ellison, Ralph",,,,Florida,Orange County Public Schools,2023-2024
The Gathering,"Enright, Anne",,,,Florida,Orange County Public Schools,2023-2024
The Painter from Shanghai,"Epstein, Jennifer Cody",,,,Florida,Orange County Public Schools,2023-2024
The Round House,"Erdrich, Louise",,,,Florida,Orange County Public Schools,2023-2024
Sophomore Undercover,"Esch, Ben",,,,Florida,Orange County Public Schools,2023-2024
Like Water for Chocolate,"Esquivel, Laura",,,,Florida,Orange County Public Schools,2023-2024
Middlesex,"Eugenides, Jeffrey",,,,Florida,Orange County Public Schools,2023-2024
The Horse Whisperer,"Evans, Nicholas",,,,Florida,Orange County Public Schools,2023-2024
Sleepless,"Fahy, Thomas",,,,Florida,Orange County Public Schools,2023-2024
Ask the Dust,"Fante, John",,,,Florida,Orange County Public Schools,2023-2024
"Bad Days In History: A Gleefully Grim Chronicle of Misfortune, Mayhem, and Misery for Every Day of the Year","Farquhar, Michael",,,,Florida,Orange County Public Schools,2023-2024
The Comedy Writer,"Farrelly, Peter",,,,Florida,Orange County Public Schools,2023-2024
White Oleander,"Fitch, Janet",,,,Florida,Orange County Public Schools,2023-2024
Madame Bovary: A Story of Provincial Life,"Flaubert, Gustave",,,,Florida,Orange County Public Schools,2023-2024
Dark Places,"Flynn, Gillian",,,,Florida,Orange County Public Schools,2023-2024
Sharp Objects,"Flynn, Gillian",,,,Florida,Orange County Public Schools,2023-2024
Separation of Power,"Flynn, Vince",,,,Florida,Orange County Public Schools,2023-2024
Extremely Loud and Incredibly Close,"Foer, Jonathan Safran",,,,Florida,Orange County Public Schools,2023-2024
The Carnival at Bray,"Foley, Jessie Ann",,,,Florida,Orange County Public Schools,2023-2024
The Guest List,"Foley, Lucy",,,,Florida,Orange County Public Schools,2023-2024
The Pillars of the Earth,"Follett, Ken",,,,Florida,Orange County Public Schools,2023-2024
World Without End,"Follett, Ken",,,,Florida,Orange County Public Schools,2023-2024
Come Back: A Mother and Daughter's Journey Through Hell and Back,"Fontaine, Claire","Fontaine, Mia",,,Florida,Orange County Public Schools,2023-2024
If I Stay,"Forman, Gayle",,,,Florida,Orange County Public Schools,2023-2024
Just One Day,"Forman, Gayle",,,,Florida,Orange County Public Schools,2023-2024
Billy Lynn's Long Halftime Walk,"Fountain, Ben",,,,Florida,Orange County Public Schools,2023-2024
The Jane Austen Book Club,"Fowler, Karen Joy",,,,Florida,Orange County Public Schools,2023-2024
Special of the Day,"Fox, Elaine",,,,Florida,Orange County Public Schools,2023-2024
You Hear Me? Poems and Writing by Teenage Boys,"Franco, Betsy",,"Nickles, Nina",,Florida,Orange County Public Schools,2023-2024
Palo Alto: Stories,"Franco, James",,,,Florida,Orange County Public Schools,2023-2024
Dime,"Frank, E. R.",,,,Florida,Orange County Public Schools,2023-2024
A Landing on the Sun,"Frayn, Michael",,,,Florida,Orange County Public Schools,2023-2024
Cold Mountain,"Frazier, Charles",,,,Florida,Orange County Public Schools,2023-2024
The Likeness,"French, Tana",,,,Florida,Orange County Public Schools,2023-2024
Anansi Boys,"Gaiman, Neil",,,,Florida,Orange County Public Schools,2023-2024
The House of Bernarda Alba,"García Lorca, Federico","Lorca, Federico Garcia",,,Florida,Orange County Public Schools,2023-2024
Chronicle of a Death Foretold,"García Márquez, Gabriel",,,,Florida,Orange County Public Schools,2023-2024
Love in the Time of Cholera,"García Márquez, Gabriel",,,,Florida,Orange County Public Schools,2023-2024
Annie on My Mind,"Garden, Nancy",,,,Florida,Orange County Public Schools,2023-2024
Killjoy,"Garwood, Julie",,,,Florida,Orange County Public Schools,2023-2024
"Eat, Pray, Love: One Women's Search for Everything Across Italy, India and Indonesia","Gilbert, Elizabeth",,,,Florida,Orange County Public Schools,2023-2024
Howl and Other Poems,"Ginsberg, Allen",,,,Florida,Orange County Public Schools,2023-2024
Girl in Pieces,"Glasgow, Kathleen",,,,Florida,Orange County Public Schools,2023-2024
Envy,"Godberson, Anna",,,,Florida,Orange County Public Schools,2023-2024
Fat Kid Rules the World,"Going, K.L.",,,,Florida,Orange County Public Schools,2023-2024
Bee Season,"Goldberg, Myla",,,,Florida,Orange County Public Schools,2023-2024
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),"Golden, Arthur",,,,Florida,Orange County Public Schools,2023-2024
Memoirs of a Geisha,"Golden, Arthur",,,,Florida,Orange County Public Schools,2023-2024
Would You Rather… Terrifically Twisted: Over 300 Crazy Questions,"Gomberg, David",,,,Florida,Orange County Public Schools,2023-2024
Sister Mischief,"Goode, Laura",,,,Florida,Orange County Public Schools,2023-2024
A Reliable Wife,"Goolrick, Robert",,,,Florida,Orange County Public Schools,2023-2024
Forever for a Year,"Gottfred, B. T.",,,,Florida,Orange County Public Schools,2023-2024
The Handsome Girl and Her Beautiful Boy,"Gottfred, B. T.",,,,Florida,Orange County Public Schools,2023-2024
The Nerdy and the Dirty,"Gottfred, B. T.",,,,Florida,Orange County Public Schools,2023-2024
Behind the Gates,"Gray, Eva",,,,Florida,Orange County Public Schools,2023-2024
Run For Cover,"Gray, Eva",,,,Florida,Orange County Public Schools,2023-2024
Set Me Free,"Gray, Eva",,,,Florida,Orange County Public Schools,2023-2024
With the Enemy,"Gray, Eva",,,,Florida,Orange County Public Schools,2023-2024
An Abundance of Katherines,"Green, John",,,,Florida,Orange County Public Schools,2023-2024
Looking for Alaska,"Green, John",,,,Florida,Orange County Public Schools,2023-2024
Paper Towns,"Green, John",,,,Florida,Orange County Public Schools,2023-2024
"Will Grayson, Will Grayson","Green, John","Levithan, David",,,Florida,Orange County Public Schools,2023-2024
"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",,,,Florida,Orange County Public Schools,2023-2024
The Quiet American,"Greene, Graham",,,,Florida,Orange County Public Schools,2023-2024
None of the Above,"Gregorio, I. W.",,,,Florida,Orange County Public Schools,2023-2024
Changeling,"Gregory, Philippa",,"van Deelen, Fred; Taylor, Sally",,Florida,Orange County Public Schools,2023-2024
The Other Boleyn Girl,"Gregory, Philippa",,,,Florida,Orange County Public Schools,2023-2024
The Firm,"Grisham, John",,,,Florida,Orange County Public Schools,2023-2024
A Time to Kill,"Grishman, John",,,,Florida,Orange County Public Schools,2023-2024
From Where I Watch You,"Grogan, Shannon",,,,Florida,Orange County Public Schools,2023-2024
Water for Elephants,"Gruen, Sara",,,,Florida,Orange County Public Schools,2023-2024
The Freedom Writers Diary,"Gruwell, Erin",The Freedom Writers,,,Florida,Orange County Public Schools,2023-2024
Snow Falling on Cedars,"Guterson, David",,,,Florida,Orange County Public Schools,2023-2024
A Map of the World,"Hamilton, Jane",,,,Florida,Orange County Public Schools,2023-2024
We'll Always Have Summer,"Han, Jenny",,,,Florida,Orange County Public Schools,2023-2024
The World's Strongest Librarian: A Book Lover's Adventures,"Hanagarne, Joshua",,,,Florida,Orange County Public Schools,2023-2024
Fly Away,"Hannah, Kristin",,,,Florida,Orange County Public Schools,2023-2024
The Art of Fielding,"Harbach, Chad",,,,Florida,Orange County Public Schools,2023-2024
Jude the Obscure,"Hardy, Thomas",,,,Florida,Orange County Public Schools,2023-2024
Shadow of Night,"Harkness, Deborah",,,,Florida,Orange County Public Schools,2023-2024
The Book of Life,"Harkness, Deborah",,,,Florida,Orange County Public Schools,2023-2024
Chocolat,"Harris, Joanne",,,,Florida,Orange County Public Schools,2023-2024
The Girl with No Shadow (published in UK as The Lollipop Shoes),"Harris, Joanne",,,,Florida,Orange County Public Schools,2023-2024
The Silent Wife,"Harrison, A. S. A.",,,,Florida,Orange County Public Schools,2023-2024
Plainsong,"Haruf, Kent",,,,Florida,Orange County Public Schools,2023-2024
The Best 100 Poems of Gwen Harwood,"Harwood, Gwen",,,,Florida,Orange County Public Schools,2023-2024
Necropolis,"Hawk, Jordan L.",,,,Florida,Orange County Public Schools,2023-2024
Second Skin,"Hawkes, John",,,,Florida,Orange County Public Schools,2023-2024
The Girl on the Train,"Hawkins, Paula",,,,Florida,Orange County Public Schools,2023-2024
Catch-22,"Heller, Joseph",,,,Florida,Orange County Public Schools,2023-2024
The Collected Plays,"Hellman, Lillian",,,,Florida,Orange County Public Schools,2023-2024
Demian: Die Geschichte von Emil Sinclairs Jugend,"Hesse, Hermann",,,,Florida,Orange County Public Schools,2023-2024
Demian: The Story of Emil Sinclair's Youth,"Hesse, Hermann",,,Unknown,Florida,Orange County Public Schools,2023-2024
Siddhartha,"Hesse, Hermann",,,,Florida,Orange County Public Schools,2023-2024
Siddhartha (Dual-Language edition),"Hesse, Hermann",,,,Florida,Orange County Public Schools,2023-2024
Skin Tight,"Hiaasen, Carl",,,,Florida,Orange County Public Schools,2023-2024
Skinny Dip,"Hiaasen, Carl",,,,Florida,Orange County Public Schools,2023-2024
The Island,"Hilderbrand, Elin",,,,Florida,Orange County Public Schools,2023-2024
Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain",,,,Florida,Orange County Public Schools,2023-2024
Here Comes Santa Claus,"Hill, Sandra","Holmes, Kate; Jensen, Trish",,,Florida,Orange County Public Schools,2023-2024
Royal Assassin,"Hobb, Robin",,,,Florida,Orange County Public Schools,2023-2024
The Dress Lodger,"Holman, Sheri",,,,Florida,Orange County Public Schools,2023-2024
Watch Me,"Holt, A. J.",,,,Florida,Orange County Public Schools,2023-2024
All Your Perfects,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Confess,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Heart Bones,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Hopeless,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
It Ends With Us,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
It Starts With Us,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Layla,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Losing Hope,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
November 9,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Regretting You,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Ugly Love,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Verity,"Hoover, Colleen",,,,Florida,Orange County Public Schools,2023-2024
Burned (EH),"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Collateral,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Crank,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Fallout,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Identical,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Impulse,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Love Lies Beneath,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
People Kill People,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Perfect (EH),"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Tilt (EH),"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
Tricks,"Hopkins, Ellen",,,,Florida,Orange County Public Schools,2023-2024
I Never,"Hopper, Laura",,,,Florida,Orange County Public Schools,2023-2024
The Changeling,"Horsley, Kate",,,,Florida,Orange County Public Schools,2023-2024
A Thousand Splendid Suns,"Hosseini, Khaled",,,,Florida,Orange County Public Schools,2023-2024
The Kite Runner,"Hosseini, Khaled",,,,Florida,Orange County Public Schools,2023-2024
Taken at Dusk,"Hunter, C. C.",,,,Florida,Orange County Public Schools,2023-2024
Brave New World,"Huxley, Aldous",,,,Florida,Orange County Public Schools,2023-2024
M Butterfly,"Hwang, David Henry",,,,Florida,Orange County Public Schools,2023-2024
Icy Sparks,"Hyman Rubio, Gwyn",,,,Florida,Orange County Public Schools,2023-2024
A Widow for One Year,"Irving, John",,,,Florida,Orange County Public Schools,2023-2024
The World According to Garp,"Irving, John",,,,Florida,Orange County Public Schools,2023-2024
Never Let Me Go,"Ishiguro, Kazuo",,,,Florida,Orange County Public Schools,2023-2024
Bit of a Blur: the Autobiography,"James, Alex",,,,Florida,Orange County Public Schools,2023-2024
Fifty Shades of Grey,"James, E. L.",,,,Florida,Orange County Public Schools,2023-2024
Fifty Shades Darker,"James, E.L.",,,,Florida,Orange County Public Schools,2023-2024
Fifty Shades Freed,"James, E.L.",,,,Florida,Orange County Public Schools,2023-2024
Green River Killer: A True Detective Story,"Jensen, Jeff",,"Case, Jonathan",,Florida,Orange County Public Schools,2023-2024
No One to Trust,"Johansen, Iris",,,,Florida,Orange County Public Schools,2023-2024
All Boys Aren't Blue,"Johnson, George M.",,,,Florida,Orange County Public Schools,2023-2024
The Box in the Woods,"Johnson, Maureen",,,,Florida,Orange County Public Schools,2023-2024
The Hand on the Wall,"Johnson, Maureen",,,,Florida,Orange County Public Schools,2023-2024
The Vanishing Stair,"Johnson, Maureen",,,,Florida,Orange County Public Schools,2023-2024
Truly Devious,"Johnson, Maureen",,,,Florida,Orange County Public Schools,2023-2024
The Graduate (The Play),"Johnson, Terry","Webb, Charles",,,Florida,Orange County Public Schools,2023-2024
Choice Words: How Our Language Affects Children's Learning,"Johnston, Peter H.",,,,Florida,Orange County Public Schools,2023-2024
"Modern Love: Revised and Updated: True Stories of Love Loss, and Redemption","Jones, Daniel","Rannells, Andrew; Waldman, Ayelet; Rosenthal, Amy Krouse; Chambers, Veronica; Copaken, Deborah; Korelitz, Jean Hanff; Ellis, Trey; Hood, Ann; Kahn, Howie; Hung, Mindy; Cheney, Terri; Leary, Ann; Smith, Larry",,,Florida,Orange County Public Schools,2023-2024
Parasite: A Graphic Novel in Storyboards,"Joon Ho, Bong",,,,Florida,Orange County Public Schools,2023-2024
The Recognition of Sakuntala: A Play In Seven Acts,Kalidasa,,,"Johnson, W.J.",Florida,Orange County Public Schools,2023-2024
Scent of Danger,"Kane, Andrea",,,,Florida,Orange County Public Schools,2023-2024
Confessions of a Not It Girl,"Kantor, Melissa",,,,Florida,Orange County Public Schools,2023-2024
The Big Bad Wolf Tells All,"Kauffman, Donna",,,,Florida,Orange County Public Schools,2023-2024
Milk and Honey,"Kaur, Rupi",,,,Florida,Orange County Public Schools,2023-2024
The Sun and Her Flowers,"Kaur, Rupi",,,,Florida,Orange County Public Schools,2023-2024
Summer in the City of Roses,"Keil, Michelle Ruiz",,,,Florida,Orange County Public Schools,2023-2024
Street Dreams,"Kellerman, Faye",,,,Florida,Orange County Public Schools,2023-2024
Mr. Ding’s Chicken Feet: On a Slow Boat from Shanghai to Texas,"Kendall, Gillian",,,,Florida,Orange County Public Schools,2023-2024
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Florida,Orange County Public Schools,2023-2024
You: A Novel of Dark Obsession,"Kepnes, Caroline",,,,Florida,Orange County Public Schools,2023-2024
On the Road,"Kerouac, Jack",,,,Florida,Orange County Public Schools,2023-2024
The Book of Longings,"Kidd, Sue Monk",,,,Florida,Orange County Public Schools,2023-2024
Delores Claiborne,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
Four Past Midnight,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
Lisey's Story,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
Night Shift,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
The Drawing of the Three,"King, Stephen",,"Hale, Phil",,Florida,Orange County Public Schools,2023-2024
The Waste Lands,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
Under the Dome,"King, Stephen",,,,Florida,Orange County Public Schools,2023-2024
Prodigal Summer,"Kingsolver, Barbara",,,,Florida,Orange County Public Schools,2023-2024
Confessions of a Shopaholic,"Kinsella, Sophie",,,,Florida,Orange County Public Schools,2023-2024
Shopaholic and Baby,"Kinsella, Sophie",,,,Florida,Orange County Public Schools,2023-2024
"The Walking Dead, Vol. 11: Fear the Hunters","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,Florida,Orange County Public Schools,2023-2024
"The Walking Dead, Vol. 2: Miles Behind Us","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,Florida,Orange County Public Schools,2023-2024
Don't Say a Word,"Klavan, Andrew",,,,Florida,Orange County Public Schools,2023-2024
Primary Colors: A Novel of Politics,"Klein, Joe",,,,Florida,Orange County Public Schools,2023-2024
Orphan Train,"Kline, Christina Baker",,,,Florida,Orange County Public Schools,2023-2024
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Klosterman, Chuck",,,,Florida,Orange County Public Schools,2023-2024
Gender Queer: A Memoir,"Kobabe, Maia",,,,Florida,Orange County Public Schools,2023-2024
City of Night,"Koontz, Dean R.",,,,Florida,Orange County Public Schools,2023-2024
Twilight Eyes,"Koontz, Dean R.",,,,Florida,Orange County Public Schools,2023-2024
The Bear Went Over the Mountain,"Kotzwinkle, William",,,,Florida,Orange County Public Schools,2023-2024
Born on the Fourth of July,"Kovic, Ron",,,,Florida,Orange County Public Schools,2023-2024
The Pirate,"Krentz, Jayne Ann",,,,Florida,Orange County Public Schools,2023-2024
The Poppy War,"Kuang, R. F.",,,,Florida,Orange County Public Schools,2023-2024
Dark Triumph,"LaFevers, Robin",,,,Florida,Orange County Public Schools,2023-2024
Grave Mercy,"LaFevers, Robin",,,,Florida,Orange County Public Schools,2023-2024
The Namesake,"Lahiri, Jhumpa",,,,Florida,Orange County Public Schools,2023-2024
I Know This Much Is True,"Lamb, Wally",,,,Florida,Orange County Public Schools,2023-2024
Search for Safety,"Langan, Paul",,,,Florida,Orange County Public Schools,2023-2024
Survivor,"Langan, Paul",,,,Florida,Orange County Public Schools,2023-2024
Liar,"Larbalestier, Justine",,,,Florida,Orange County Public Schools,2023-2024
My Sister Rosa,"Larbalestier, Justine",,,,Florida,Orange County Public Schools,2023-2024
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik",,,,Florida,Orange County Public Schools,2023-2024
Recipe Box,"Lee, Sandra",,,,Florida,Orange County Public Schools,2023-2024
Furyborn,"Legrand, Claire",,,,Florida,Orange County Public Schools,2023-2024
Mystic River,"Lehane, Dennis",,,,Florida,Orange County Public Schools,2023-2024
The Grass Is Singing,"Lessing, Doris",,,,Florida,Orange County Public Schools,2023-2024
Another Day,"Levithan, David",,,,Florida,Orange County Public Schools,2023-2024
Dexter Is Delicious,"Lindsay, Jeff",,,,Florida,Orange County Public Schools,2023-2024
Last Night at the Telegraph Club,"Lo, Malinda",,,,Florida,Orange County Public Schools,2023-2024
The Dirt on Sex,"Lookadoo, Justin",,,,Florida,Orange County Public Schools,2023-2024
"Character, Driven","Lubar, David",,,,Florida,Orange County Public Schools,2023-2024
The Bourne Identity,"Ludlum, Robert",,,,Florida,Orange County Public Schools,2023-2024
The Bourne Supremacy,"Ludlum, Robert",,,,Florida,Orange County Public Schools,2023-2024
The Bourne Ultimatum,"Ludlum, Robert",,,,Florida,Orange County Public Schools,2023-2024
Brave New Girl,"Luna, Louisa",,,,Florida,Orange County Public Schools,2023-2024
Boy Toy,"Lyga, Barry",,,,Florida,Orange County Public Schools,2023-2024
Game,"Lyga, Barry",,,,Florida,Orange County Public Schools,2023-2024
I Hunt Killers,"Lyga, Barry",,,,Florida,Orange County Public Schools,2023-2024
A Court of Frost and Starlight,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
A Court of Mist and Fury,"Maas, Sarah J.",,,,Florida,Orange County Public Schools,2023-2024
